addr	bucket	code_units	status	name
00158860	GAME_UNIQUE	19	named	GetNetworkOrSessionManager
00159010	GAME_UNIQUE	19	named	CHudCharacter::vfunc36
0015a9c0	GAME_UNIQUE	19	named	CHudCharacter::vfunc8
00167910	GAME_UNIQUE	19	UNNAMED	FUN_00167910
0016e220	GAME_UNIQUE	19	UNNAMED	FUN_0016e220
00171b70	GAME_UNIQUE	19	UNNAMED	FUN_00171b70
00172730	GAME_UNIQUE	19	UNNAMED	FUN_00172730
00172830	GAME_UNIQUE	19	named	CMenuImageViewer::vfunc7
00172d30	GAME_UNIQUE	19	named	CMenuItem::vfunc10
00172fe0	GAME_UNIQUE	19	UNNAMED	FUN_00172fe0
00175190	GAME_UNIQUE	19	UNNAMED	FUN_00175190
001771f0	GAME_UNIQUE	19	UNNAMED	FUN_001771f0
00178490	GAME_UNIQUE	19	UNNAMED	FUN_00178490
00178b50	GAME_UNIQUE	19	named	CMenuItemListBox::vfunc2
0017f050	GAME_UNIQUE	19	UNNAMED	FUN_0017f050
0017f3a0	GAME_UNIQUE	19	named	CMenuItemShop::vfunc46
00182620	GAME_UNIQUE	19	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc34
00186cb0	GAME_UNIQUE	19	named	CPopupDialog::vfunc16
00186cf0	GAME_UNIQUE	19	named	CPopupDialog::vfunc17
00186d30	GAME_UNIQUE	19	named	CPopupDialog::vfunc18
00188ee0	GAME_UNIQUE	19	UNNAMED	FUN_00188ee0
0018b550	GAME_UNIQUE	19	UNNAMED	FUN_0018b550
0018cf30	GAME_UNIQUE	19	UNNAMED	FUN_0018cf30
00199c10	GAME_UNIQUE	19	named	ResourceManager_GetOrInitInstance
00199c70	GAME_UNIQUE	19	UNNAMED	FUN_00199c70
00199d50	GAME_UNIQUE	19	UNNAMED	FUN_00199d50
001e9840	GAME_UNIQUE	19	UNNAMED	FUN_001e9840
002071e0	GAME_UNIQUE	19	UNNAMED	FUN_002071e0
00217d90	GAME_UNIQUE	19	UNNAMED	FUN_00217d90
00230490	GAME_UNIQUE	19	UNNAMED	FUN_00230490
0024e880	GAME_UNIQUE	19	UNNAMED	FUN_0024e880
0025faa0	GAME_UNIQUE	19	UNNAMED	FUN_0025faa0
00260110	GAME_UNIQUE	19	UNNAMED	FUN_00260110
00275630	GAME_UNIQUE	19	UNNAMED	FUN_00275630
002be550	GAME_UNIQUE	19	UNNAMED	FUN_002be550
0034422a	GAME_UNIQUE	19	named	FID_conflict:_vprintf
0035d2f0	GAME_UNIQUE	19	named	D3D8__D3DDevice_SetVertexShaderConstantNotInline
00365e1b	GAME_UNIQUE	19	UNNAMED	FUN_00365e1b
00011320	GAME_UNIQUE	18	named	GetEngineInstance
00012f10	GAME_UNIQUE	18	named	CFxPrimitiveBase::vfunc58
00025ba0	GAME_PORTABLE	18	UNNAMED	FUN_00025ba0
00026ca0	GAME_UNIQUE	18	UNNAMED	FUN_00026ca0
00027910	GAME_UNIQUE	18	UNNAMED	FUN_00027910
0002e4d0	XMEN_SERIES	18	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc33
0002f230	GAME_UNIQUE	18	named	CActor::vfunc36
0002f480	GAME_UNIQUE	18	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc8
00032ed0	GAME_UNIQUE	18	UNNAMED	FUN_00032ed0
00040db0	GAME_UNIQUE	18	UNNAMED	FUN_00040db0
00048270	GAME_UNIQUE	18	UNNAMED	FUN_00048270
000482b0	GAME_UNIQUE	18	UNNAMED	FUN_000482b0
0004b3c0	GAME_UNIQUE	18	named	CCamera::vfunc14
0004b610	GAME_UNIQUE	18	named	CCamera::vfunc43
000549e0	GAME_UNIQUE	18	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc20
0005cbd0	GAME_UNIQUE	18	UNNAMED	FUN_0005cbd0
00060590	GAME_UNIQUE	18	UNNAMED	FUN_00060590
00067fc0	GAME_PORTABLE	18	UNNAMED	FUN_00067fc0
00069e90	GAME_PORTABLE	18	named	tmpl__AV_map_vs_V_handle_str_02_V1_0BJ_ratl_::vfunc14
00074c00	GAME_UNIQUE	18	UNNAMED	FUN_00074c00
00076070	GAME_UNIQUE	18	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc78
0007a460	GAME_UNIQUE	18	UNNAMED	FUN_0007a460
0007a810	GAME_UNIQUE	18	named	CSoundDebounce::vfunc4
0007dec0	GAME_UNIQUE	18	UNNAMED	FUN_0007dec0
0007def0	GAME_UNIQUE	18	named	CInventorySystem::vfunc44
00080b10	GAME_UNIQUE	18	UNNAMED	FUN_00080b10
00089390	GAME_UNIQUE	18	named	CMultipart::vfunc5
0008a030	GAME_UNIQUE	18	named	CMultiplayer::vfunc4
0008a090	GAME_UNIQUE	18	named	CMultiplayer::vfunc7
0008a0f0	GAME_UNIQUE	18	named	CMultiplayer::vfunc8
00091160	GAME_UNIQUE	18	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc59
00093a30	GAME_UNIQUE	18	UNNAMED	FUN_00093a30
00096810	GAME_UNIQUE	18	UNNAMED	FUN_00096810
000a1530	GAME_UNIQUE	18	named	CStaticQuery::vfunc31
000a8230	GAME_UNIQUE	18	named	CScanEntity::vfunc111
000b9e10	GAME_UNIQUE	18	named	CWeaponInfo::vfunc0
000bff60	GAME_PORTABLE	18	UNNAMED	FUN_000bff60
000d3de0	GAME_UNIQUE	18	UNNAMED	FUN_000d3de0
000d3f90	GAME_UNIQUE	18	UNNAMED	FUN_000d3f90
000de430	GAME_PORTABLE	18	named	CCombatNodeHandler::vfunc150
000df0f0	GAME_UNIQUE	18	named	CCombatNodeHandler::vfunc376
000e1b10	GAME_UNIQUE	18	named	CExtrnalCombatNodeInterface::vfunc2
000e1b50	GAME_UNIQUE	18	named	CExtrnalCombatNodeInterface::vfunc3
000e1b90	GAME_UNIQUE	18	named	CExtrnalCombatNodeInterface::vfunc5
000e2070	GAME_UNIQUE	18	UNNAMED	FUN_000e2070
000f3de0	GAME_PORTABLE	18	named	CAIPattern::vfunc13
000f46b0	GAME_UNIQUE	18	named	CAIPattern::vfunc9
000f4890	GAME_UNIQUE	18	named	CAIPattern::vfunc15
000f99a0	GAME_UNIQUE	18	named	CAI::vfunc53
000f9d50	GAME_PORTABLE	18	UNNAMED	FUN_000f9d50
0011bfe0	GAME_UNIQUE	18	named	IClock::vfunc14
0011cd10	GAME_UNIQUE	18	UNNAMED	FUN_0011cd10
00120f30	GAME_UNIQUE	18	named	CAnimDBPrecacher::vfunc16
00123550	GAME_UNIQUE	18	UNNAMED	FUN_00123550
00128de0	GAME_PORTABLE	18	UNNAMED	FUN_00128de0
00129390	GAME_UNIQUE	18	UNNAMED	FUN_00129390
0012a950	GAME_UNIQUE	18	UNNAMED	FUN_0012a950
0012eee0	GAME_PORTABLE	18	UNNAMED	FUN_0012eee0
00134e30	GAME_UNIQUE	18	UNNAMED	FUN_00134e30
00134ed0	GAME_UNIQUE	18	UNNAMED	FUN_00134ed0
00134fa0	GAME_UNIQUE	18	UNNAMED	FUN_00134fa0
00134fd0	GAME_UNIQUE	18	UNNAMED	FUN_00134fd0
00136920	GAME_UNIQUE	18	named	CModelIGB::vfunc89
0013b1d0	GAME_UNIQUE	18	UNNAMED	FUN_0013b1d0
0013edd0	GAME_PORTABLE	18	UNNAMED	FUN_0013edd0
0013fd00	GAME_PORTABLE	18	UNNAMED	FUN_0013fd00
001419c0	GAME_UNIQUE	18	named	INodeCaches::vfunc79
00145880	GAME_UNIQUE	18	UNNAMED	FUN_00145880
00146d00	GAME_PORTABLE	18	UNNAMED	FUN_00146d00
0014e310	GAME_PORTABLE	18	UNNAMED	FUN_0014e310
00159e50	GAME_UNIQUE	18	named	CHudCharacter::vfunc2
001709f0	GAME_UNIQUE	18	UNNAMED	FUN_001709f0
001782f0	GAME_UNIQUE	18	UNNAMED	FUN_001782f0
001783a0	GAME_UNIQUE	18	UNNAMED	FUN_001783a0
00178450	GAME_UNIQUE	18	UNNAMED	FUN_00178450
00183960	GAME_UNIQUE	18	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc54
0018a4b0	GAME_UNIQUE	18	UNNAMED	FUN_0018a4b0
0018dcc0	GAME_UNIQUE	18	UNNAMED	FUN_0018dcc0
0018f690	GAME_UNIQUE	18	UNNAMED	FUN_0018f690
00192020	GAME_UNIQUE	18	UNNAMED	FUN_00192020
0019eec8	GAME_UNIQUE	18	named	XAPILIB__XapiCallThreadNotifyRoutines
001a35ac	GAME_UNIQUE	18	named	XAPILIB___rtinit
001afd90	GAME_UNIQUE	18	UNNAMED	FUN_001afd90
0021b9f0	GAME_UNIQUE	18	UNNAMED	FUN_0021b9f0
0021c630	GAME_UNIQUE	18	UNNAMED	FUN_0021c630
00230420	GAME_UNIQUE	18	UNNAMED	FUN_00230420
0024dcc0	GAME_UNIQUE	18	UNNAMED	FUN_0024dcc0
0025c630	GAME_UNIQUE	18	UNNAMED	FUN_0025c630
0027af00	GAME_UNIQUE	18	UNNAMED	FUN_0027af00
0027be30	GAME_UNIQUE	18	UNNAMED	FUN_0027be30
00305f70	GAME_UNIQUE	18	UNNAMED	FUN_00305f70
00308610	GAME_UNIQUE	18	UNNAMED	FUN_00308610
0031d8f0	GAME_UNIQUE	18	UNNAMED	FUN_0031d8f0
00320b00	GAME_UNIQUE	18	UNNAMED	FUN_00320b00
00368ba0	GAME_UNIQUE	18	UNNAMED	FUN_00368ba0
003c1e17	GAME_UNIQUE	18	UNNAMED	FUN_003c1e17
000167a0	GAME_UNIQUE	17	UNNAMED	FUN_000167a0
0001d530	GAME_UNIQUE	17	named	CFxParticleCloudPrimitive::vfunc56
0001ecf0	GAME_PORTABLE	17	named	CFxDLightPrimitive::vfunc58
000291a0	GAME_UNIQUE	17	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc86
00029300	GAME_UNIQUE	17	UNNAMED	FUN_00029300
0002e5b0	GAME_UNIQUE	17	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc123
0002e5f0	GAME_UNIQUE	17	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc124
00034da0	GAME_UNIQUE	17	UNNAMED	FUN_00034da0
0003a2c0	GAME_UNIQUE	17	UNNAMED	FUN_0003a2c0
000472f0	GAME_UNIQUE	17	UNNAMED	FUN_000472f0
000539b0	XMEN_SERIES	17	UNNAMED	FUN_000539b0
00054fd0	GAME_UNIQUE	17	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc41
00055220	GAME_UNIQUE	17	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc46
000574c0	GAME_PORTABLE	17	named	CCheats::vfunc1
00066c20	GAME_PORTABLE	17	UNNAMED	FUN_00066c20
00069540	GAME_UNIQUE	17	UNNAMED	FUN_00069540
0006c3d0	GAME_UNIQUE	17	UNNAMED	FUN_0006c3d0
0006da10	GAME_UNIQUE	17	UNNAMED	FUN_0006da10
0006f3b0	GAME_UNIQUE	17	named	CGame::vfunc93
00074990	GAME_PORTABLE	17	UNNAMED	FUN_00074990
0007ab20	GAME_UNIQUE	17	UNNAMED	FUN_0007ab20
0007efd0	GAME_UNIQUE	17	named	CInventorySystem::vfunc36
00085630	GAME_UNIQUE	17	UNNAMED	FUN_00085630
00089470	GAME_UNIQUE	17	named	CMultipart::vfunc11
00090e50	GAME_UNIQUE	17	UNNAMED	FUN_00090e50
00098de0	GAME_UNIQUE	17	UNNAMED	FUN_00098de0
000a22c0	GAME_UNIQUE	17	named	CStaticQuery::vfunc19
000a44f0	GAME_UNIQUE	17	named	CReviewPaths::vfunc4
000a9b80	GAME_UNIQUE	17	named	tmpl__AV_CEntityFactory_VCScanTurretEntity_VCScanEntity_::vfunc9
000b4830	GAME_UNIQUE	17	UNNAMED	FUN_000b4830
000b5980	GAME_UNIQUE	17	UNNAMED	FUN_000b5980
000bdac0	GAME_UNIQUE	17	UNNAMED	FUN_000bdac0
000ca310	GAME_PORTABLE	17	UNNAMED	FUN_000ca310
000ca340	GAME_UNIQUE	17	UNNAMED	FUN_000ca340
000ced70	GAME_UNIQUE	17	UNNAMED	FUN_000ced70
000dd1a0	GAME_UNIQUE	17	named	CCombatNodeHandler::vfunc28
000e0d20	GAME_UNIQUE	17	named	CCombatNodeHandler::vfunc120
000e1920	GAME_PORTABLE	17	named	CCombatNode::vfunc8
000e51f0	GAME_UNIQUE	17	UNNAMED	FUN_000e51f0
000e5b00	GAME_PORTABLE	17	UNNAMED	FUN_000e5b00
000ea000	GAME_UNIQUE	17	UNNAMED	FUN_000ea000
000eae70	GAME_UNIQUE	17	named	CCombatNode::vfunc59
000eaeb0	GAME_UNIQUE	17	named	CCombatNode::vfunc60
000edb70	GAME_UNIQUE	17	UNNAMED	FUN_000edb70
000fc600	GAME_UNIQUE	17	UNNAMED	FUN_000fc600
000fe500	GAME_PORTABLE	17	UNNAMED	FUN_000fe500
0010f710	GAME_UNIQUE	17	UNNAMED	FUN_0010f710
0011bd00	GAME_UNIQUE	17	UNNAMED	FUN_0011bd00
0011d090	GAME_UNIQUE	17	named	CConfigSystem::vfunc15
0011d0d0	GAME_UNIQUE	17	named	CConfigSystem::vfunc14
0011d1b0	GAME_UNIQUE	17	named	CConfigSystem::vfunc11
0011edc0	GAME_UNIQUE	17	named	CMemoryCardXBox::vfunc23
0011fe10	GAME_UNIQUE	17	named	CMemoryCardXBox::vfunc20
001205e0	XMEN_SERIES	17	named	CMemoryCardXBox::vfunc29
00123030	GAME_UNIQUE	17	UNNAMED	FUN_00123030
001231e0	GAME_UNIQUE	17	UNNAMED	FUN_001231e0
001258c0	GAME_UNIQUE	17	UNNAMED	FUN_001258c0
00130110	GAME_UNIQUE	17	UNNAMED	FUN_00130110
00132810	GAME_UNIQUE	17	UNNAMED	FUN_00132810
001368c0	GAME_UNIQUE	17	named	CModelIGB::vfunc86
00139e60	GAME_UNIQUE	17	named	CModelIGB::vfunc56
00145c90	GAME_UNIQUE	17	named	tmpl__AV_CSafeResMgrI_VIPlayfield_04_0CLDI_::vfunc9
00146c00	GAME_PORTABLE	17	UNNAMED	FUN_00146c00
001639f0	GAME_UNIQUE	17	named	CMenu::vfunc1
00164640	GAME_UNIQUE	17	UNNAMED	FUN_00164640
001660f0	GAME_UNIQUE	17	UNNAMED	FUN_001660f0
00177570	GAME_UNIQUE	17	UNNAMED	FUN_00177570
00178ad0	GAME_UNIQUE	17	UNNAMED	FUN_00178ad0
00182bc0	GAME_UNIQUE	17	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc68
00187980	GAME_UNIQUE	17	named	CPopupDialog::vfunc8
001879c0	GAME_UNIQUE	17	named	CPopupDialog::vfunc9
00187a00	GAME_UNIQUE	17	named	CPopupDialog::vfunc10
0018dd20	GAME_PORTABLE	17	UNNAMED	FUN_0018dd20
001ed130	GAME_UNIQUE	17	UNNAMED	FUN_001ed130
00205ce0	GAME_UNIQUE	17	UNNAMED	FUN_00205ce0
0020ada0	GAME_UNIQUE	17	UNNAMED	FUN_0020ada0
00258c30	GAME_UNIQUE	17	UNNAMED	FUN_00258c30
0025faf0	GAME_UNIQUE	17	UNNAMED	FUN_0025faf0
0026a860	GAME_UNIQUE	17	UNNAMED	FUN_0026a860
002760f0	GAME_UNIQUE	17	UNNAMED	FUN_002760f0
0029b5c0	GAME_UNIQUE	17	UNNAMED	FUN_0029b5c0
002fd0d8	GAME_UNIQUE	17	UNNAMED	FUN_002fd0d8
002fd113	GAME_UNIQUE	17	UNNAMED	FUN_002fd113
00341358	GAME_UNIQUE	17	named	__global_unwind2
0034b8df	GAME_UNIQUE	17	UNNAMED	FUN_0034b8df
00016910	GAME_UNIQUE	16	UNNAMED	FUN_00016910
000169f0	GAME_UNIQUE	16	UNNAMED	FUN_000169f0
0001cc50	GAME_UNIQUE	16	named	CFxParticleCloudPrimitive::vfunc60
000237a0	GAME_PORTABLE	16	UNNAMED	FUN_000237a0
00026070	GAME_UNIQUE	16	UNNAMED	FUN_00026070
00029360	GAME_UNIQUE	16	UNNAMED	FUN_00029360
0002c880	GAME_UNIQUE	16	UNNAMED	FUN_0002c880
00030590	GAME_UNIQUE	16	UNNAMED	FUN_00030590
0003a620	GAME_UNIQUE	16	UNNAMED	FUN_0003a620
0004f1f0	GAME_PORTABLE	16	UNNAMED	FUN_0004f1f0
000598a0	GAME_UNIQUE	16	UNNAMED	FUN_000598a0
0005cae0	GAME_UNIQUE	16	named	CCombatSystem::vfunc18
0005e680	GAME_PORTABLE	16	named	CConversationSystem::vfunc7
00067d80	GAME_UNIQUE	16	UNNAMED	FUN_00067d80
0006b690	GAME_UNIQUE	16	named	CEntityGrid::vfunc14
0006f570	GAME_UNIQUE	16	named	CGame::vfunc98
0006f870	GAME_PORTABLE	16	named	CGame::vfunc78
00070700	GAME_UNIQUE	16	named	CGame::vfunc104
0007cfe0	GAME_UNIQUE	16	UNNAMED	FUN_0007cfe0
0007f490	GAME_UNIQUE	16	named	CInventorySystem::vfunc24
00083970	GAME_UNIQUE	16	UNNAMED	FUN_00083970
00084310	GAME_UNIQUE	16	named	CMissionMgr::vfunc9
00096910	GAME_UNIQUE	16	UNNAMED	FUN_00096910
00096b70	GAME_UNIQUE	16	named	CProjectileEntity::vfunc60
000a0e50	GAME_UNIQUE	16	named	CSortByTraceFraction::vfunc0
000a1940	GAME_UNIQUE	16	named	CStaticQuery::vfunc22
000a2360	GAME_UNIQUE	16	named	CStaticQuery::vfunc20
000a5510	GAME_UNIQUE	16	named	CSaveLoad::vfunc21
000ad700	GAME_UNIQUE	16	UNNAMED	FUN_000ad700
000b2440	GAME_PORTABLE	16	UNNAMED	FUN_000b2440
000b47e0	GAME_UNIQUE	16	UNNAMED	FUN_000b47e0
000be190	GAME_UNIQUE	16	named	IWorld::vfunc60
000bfa50	GAME_UNIQUE	16	UNNAMED	FUN_000bfa50
000bffb0	GAME_PORTABLE	16	UNNAMED	FUN_000bffb0
000ca7e0	GAME_PORTABLE	16	UNNAMED	FUN_000ca7e0
000ca830	GAME_UNIQUE	16	UNNAMED	FUN_000ca830
000d7430	GAME_UNIQUE	16	named	CCEPowerup::vfunc3
000e9910	GAME_UNIQUE	16	UNNAMED	FUN_000e9910
000edf40	GAME_UNIQUE	16	named	CAISentinelAttackHandler::vfunc5
000ee060	GAME_PORTABLE	16	UNNAMED	FUN_000ee060
00117a80	GAME_UNIQUE	16	named	CInput::vfunc6
0011bcb0	GAME_UNIQUE	16	UNNAMED	FUN_0011bcb0
0011c5a0	GAME_PORTABLE	16	UNNAMED	FUN_0011c5a0
0011da80	GAME_UNIQUE	16	named	CFileBundleMgr::vfunc13
0011ed10	XMEN_SERIES	16	UNNAMED	FUN_0011ed10
001218c0	GAME_PORTABLE	16	UNNAMED	FUN_001218c0
00121910	GAME_UNIQUE	16	UNNAMED	FUN_00121910
00124470	GAME_PORTABLE	16	UNNAMED	FUN_00124470
001255c0	GAME_PORTABLE	16	UNNAMED	FUN_001255c0
001259d0	GAME_UNIQUE	16	UNNAMED	FUN_001259d0
0012e1a0	GAME_UNIQUE	16	named	CAnimMotion::vfunc0
0012e210	GAME_UNIQUE	16	named	CAnimMotion::vfunc2
00132d10	GAME_PORTABLE	16	UNNAMED	FUN_00132d10
00132e40	GAME_PORTABLE	16	named	CModelIGB::vfunc39
00132e90	GAME_PORTABLE	16	named	CModelIGB::vfunc41
00132f10	XMEN_SERIES	16	named	CModelIGB::vfunc44
00136710	GAME_UNIQUE	16	named	CModelIGB::vfunc70
00136760	GAME_UNIQUE	16	named	CModelIGB::vfunc75
00136b00	GAME_UNIQUE	16	named	CModelIGB::vfunc79
00139860	GAME_UNIQUE	16	named	CModelIGB::vfunc58
0013f8a0	GAME_UNIQUE	16	UNNAMED	FUN_0013f8a0
00145930	GAME_UNIQUE	16	named	tmpl__AV_CSafeResMgrI_VIPlayfield_04_0CLDI_::vfunc8
001497e0	GAME_UNIQUE	16	named	IUIExtension::vfunc4
00159f10	GAME_PORTABLE	16	named	CHudCharacter::vfunc1
0015e1d0	GAME_UNIQUE	16	named	CHudCharacter::vfunc44
00162840	GAME_UNIQUE	16	UNNAMED	FUN_00162840
001681a0	GAME_UNIQUE	16	UNNAMED	FUN_001681a0
00176bd0	GAME_UNIQUE	16	UNNAMED	FUN_00176bd0
0017a770	GAME_UNIQUE	16	named	CMenuItemListBox::vfunc69
0017ad10	GAME_UNIQUE	16	UNNAMED	FUN_0017ad10
0017d050	GAME_UNIQUE	16	named	CMenuItemText::vfunc20
00180f00	GAME_UNIQUE	16	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc59
00181e60	GAME_UNIQUE	16	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc65
00182670	GAME_UNIQUE	16	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc35
00183020	GAME_PORTABLE	16	UNNAMED	FUN_00183020
00183a40	GAME_UNIQUE	16	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc99
00187a40	GAME_UNIQUE	16	named	CPopupDialog::vfunc11
0018a5a0	GAME_UNIQUE	16	named	CProcRect::vfunc2
0018a760	GAME_UNIQUE	16	UNNAMED	FUN_0018a760
0018c0f0	GAME_PORTABLE	16	UNNAMED	FUN_0018c0f0
00191980	GAME_UNIQUE	16	UNNAMED	FUN_00191980
001a8dd0	GAME_UNIQUE	16	UNNAMED	FUN_001a8dd0
001bcf30	GAME_UNIQUE	16	UNNAMED	FUN_001bcf30
00200140	XMEN_SERIES	16	UNNAMED	FUN_00200140
00204680	GAME_UNIQUE	16	UNNAMED	FUN_00204680
00214a40	GAME_UNIQUE	16	UNNAMED	FUN_00214a40
0021c170	GAME_UNIQUE	16	UNNAMED	FUN_0021c170
0021c880	GAME_UNIQUE	16	UNNAMED	FUN_0021c880
002557d0	GAME_UNIQUE	16	UNNAMED	FUN_002557d0
0025f070	GAME_UNIQUE	16	UNNAMED	FUN_0025f070
0025f570	GAME_UNIQUE	16	UNNAMED	FUN_0025f570
0025f7a0	GAME_UNIQUE	16	UNNAMED	FUN_0025f7a0
0025f840	GAME_UNIQUE	16	UNNAMED	FUN_0025f840
0025fbd0	XMEN_SERIES	16	UNNAMED	FUN_0025fbd0
0027c030	GAME_UNIQUE	16	UNNAMED	FUN_0027c030
00287d50	GAME_UNIQUE	16	UNNAMED	FUN_00287d50
00295000	GAME_UNIQUE	16	UNNAMED	FUN_00295000
0029b910	GAME_UNIQUE	16	UNNAMED	FUN_0029b910
0029bc10	GAME_UNIQUE	16	UNNAMED	FUN_0029bc10
0030d5e0	GAME_UNIQUE	16	UNNAMED	FUN_0030d5e0
0035d610	XMEN_SERIES	16	UNNAMED	FUN_0035d610
00362d00	GAME_UNIQUE	16	UNNAMED	FUN_00362d00
0039d5c4	GAME_UNIQUE	16	UNNAMED	FUN_0039d5c4
003ad045	GAME_UNIQUE	16	UNNAMED	FUN_003ad045
00013340	GAME_PORTABLE	15	named	CFxTessMeshPrimitive::vfunc11
0001d1c0	GAME_UNIQUE	15	named	CFxDLightPrimitive::vfunc3
000274c0	GAME_UNIQUE	15	UNNAMED	FUN_000274c0
000385f0	GAME_UNIQUE	15	UNNAMED	FUN_000385f0
00046ab0	GAME_UNIQUE	15	UNNAMED	FUN_00046ab0
0004a360	GAME_UNIQUE	15	UNNAMED	FUN_0004a360
00054a60	GAME_UNIQUE	15	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc11
00057050	GAME_UNIQUE	15	named	tmpl__AV_map_vs_V_handle_str_0A_E_0PP_ratl_::vfunc6
0005ca80	GAME_UNIQUE	15	UNNAMED	FUN_0005ca80
0005f730	GAME_UNIQUE	15	UNNAMED	FUN_0005f730
00069ed0	GAME_PORTABLE	15	named	tmpl__AV_map_vs_V_handle_str_02_V1_0BJ_ratl_::vfunc15
0007a230	GAME_UNIQUE	15	named	CSoundDebounce::vfunc2
0007e570	GAME_UNIQUE	15	named	CInventorySystem::vfunc41
0007ec50	GAME_UNIQUE	15	named	CInventorySystem::vfunc37
0007ef50	GAME_UNIQUE	15	named	CInventorySystem::vfunc30
00086790	GAME_UNIQUE	15	UNNAMED	FUN_00086790
00090fb0	GAME_UNIQUE	15	UNNAMED	FUN_00090fb0
000910c0	GAME_UNIQUE	15	named	tmpl__AV_COnlyOneEvent_VCActor_VEFirstEquipment_::vfunc130
00094fe0	GAME_UNIQUE	15	UNNAMED	FUN_00094fe0
000967b0	GAME_UNIQUE	15	UNNAMED	FUN_000967b0
0009ad80	GAME_UNIQUE	15	UNNAMED	FUN_0009ad80
000a1fd0	GAME_UNIQUE	15	UNNAMED	FUN_000a1fd0
000a2ae0	GAME_UNIQUE	15	UNNAMED	FUN_000a2ae0
000a4630	GAME_UNIQUE	15	named	CReviewPaths::vfunc1
000a4660	GAME_UNIQUE	15	named	CReviewPaths::vfunc2
000a5c80	GAME_UNIQUE	15	UNNAMED	FUN_000a5c80
000c7bd0	GAME_PORTABLE	15	UNNAMED	FUN_000c7bd0
000cb6e0	GAME_UNIQUE	15	UNNAMED	FUN_000cb6e0
000cb730	GAME_UNIQUE	15	UNNAMED	FUN_000cb730
000cf610	GAME_UNIQUE	15	UNNAMED	FUN_000cf610
000e4190	GAME_UNIQUE	15	UNNAMED	FUN_000e4190
000e56e0	GAME_UNIQUE	15	UNNAMED	FUN_000e56e0
000f9a50	GAME_PORTABLE	15	named	CAI::vfunc109
000fc5d0	GAME_UNIQUE	15	UNNAMED	FUN_000fc5d0
000fc630	GAME_UNIQUE	15	UNNAMED	FUN_000fc630
0011d510	GAME_UNIQUE	15	named	GetConfigManager
0011d8c0	GAME_UNIQUE	15	named	GetSystemRegistry
001203d0	GAME_UNIQUE	15	named	CMemoryCardXBox::vfunc26
00132e10	GAME_PORTABLE	15	named	CModelIGB::vfunc38
00136c30	GAME_UNIQUE	15	named	CModelIGB::vfunc67
001422f0	GAME_UNIQUE	15	UNNAMED	FUN_001422f0
00151630	GAME_PORTABLE	15	UNNAMED	FUN_00151630
00153f80	GAME_PORTABLE	15	UNNAMED	FUN_00153f80
0015aa00	GAME_UNIQUE	15	named	CHudCharacter::vfunc9
00163900	GAME_UNIQUE	15	named	CMenu::vfunc3
0016ece0	GAME_UNIQUE	15	UNNAMED	FUN_0016ece0
00177940	GAME_UNIQUE	15	named	CMenuItemListBox::vfunc4
0017ace0	GAME_UNIQUE	15	UNNAMED	FUN_0017ace0
0017f3f0	GAME_UNIQUE	15	named	CMenuItemShop::vfunc39
0017fd70	GAME_UNIQUE	15	named	CMenuPlayers::vfunc4
00180ec0	GAME_UNIQUE	15	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc56
00182b60	GAME_UNIQUE	15	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc70
00182b90	GAME_UNIQUE	15	named	tmpl__AV_tree_base_U_value_semantics_node_V_handle_str_01_00Vtree_node_ratl_storage_ratl_ratl_::vfunc71
00189c10	GAME_PORTABLE	15	named	CHudInputMap::vfunc7
